source,target,weight
1,7,10
1,16,10
2,7,10
2,6,10
2,8,10
3,9,10
3,10,10
4,12,10
4,13,10
5,6,10
5,14,10
5,15,10
7,26,1
8,9,5
8,23,1
9,21,1
10,17,1
10,12,5
12,20,1
13,15,5
13,33,1
14,16,5
14,30,1
15,31,1
16,27,1
17,18,1
18,19,1
19,20,1
21,22,1
22,23,1
23,24,1
24,25,1
25,26,1
27,28,1
28,29,1
29,30,1
30,34,1
31,32,1
32,33,1
